volume,issn,id,type,pages,title,authors,number,url,year,doi
7,2399-3642,10.1038/s42003-024-06405-0,article,703,Semantic associative abilities and executive control functions predict novelty and appropriateness of idea generation,"Xueyang Wang, Qunlin Chen, Kaixiang Zhuang, Jingyi Zhang, Robert A. Cortes, Daniel D. Holzman, Li Fan, Cheng Liu, Jiangzhou Sun, Xianrui Li, Yu Li, Qiuyang Feng, Hong Chen, Tingyong Feng, Xu Lei, Qinghua He, Adam E. Green, Jiang Qiu",1,https://doi.org/10.1038/s42003-024-06405-0,2024,10.1038/s42003-024-06405-0
7,2399-3642,10.1038/s42003-024-06509-7,article,827,Tracking the hologenome dynamics in aquatic invertebrates by the holo-2bRAD approach,"Cen Ma, Chang Xu, Tianqi Zhang, Qianqian Mu, Jia Lv, Qiang Xing, Zhihui Yang, Zhenyuan Xu, Yalin Guan, Chengqin Chen, Kuo Ni, Xiaoting Dai, Wei Ding, Jingjie Hu, Zhenmin Bao, Shi Wang, Pingping Liu",1,https://doi.org/10.1038/s42003-024-06509-7,2024,10.1038/s42003-024-06509-7
7,2399-3642,10.1038/s42003-024-06638-z,article,988,Aberrant neural computation of social controllability in nicotine-dependent humans,"Caroline McLaughlin, Qi Xiu Fu, Soojung Na, Matthew Heflin, Dongil Chung, Vincenzo G. Fiore, Xiaosi Gu",1,https://doi.org/10.1038/s42003-024-06638-z,2024,10.1038/s42003-024-06638-z
7,2399-3642,10.1038/s42003-024-07007-6,article,1324,"Neural, genetic, and cognitive signatures of creativity","Cheng Liu, Kaixiang Zhuang, Daniel C. Zeitlen, Qunlin Chen, Xueyang Wang, Qiuyang Feng, Roger E. Beaty, Jiang Qiu",1,https://doi.org/10.1038/s42003-024-07007-6,2024,10.1038/s42003-024-07007-6
8,2399-3642,10.1038/s42003-024-07427-4,article,37,The human reward system encodes the subjective value of ideas during creative thinking,"Sarah Moreno-Rodriguez, Benoît Béranger, Emmanuelle Volle, Alizée Lopez-Persem",1,https://doi.org/10.1038/s42003-024-07427-4,2025,10.1038/s42003-024-07427-4
3,2662-8457,10.1038/s43588-023-00503-5,article,748--762,Spatial planning of urban communities via deep reinforcement learning,"Yu Zheng, Yuming Lin, Liang Zhao, Tinghai Wu, Depeng Jin, Yong Li",9,https://doi.org/10.1038/s43588-023-00503-5,2023,10.1038/s43588-023-00503-5
3,2731-3395,10.1038/s44172-024-00327-9,article,179,Bio-inspired multi-dimensional deep fusion learning for predicting dynamical aerospace propulsion systems,"Michael Qian Vergnolle, Eastman Z. Y. Wu, Yanan Sui, Qian Wang",1,https://doi.org/10.1038/s44172-024-00327-9,2024,10.1038/s44172-024-00327-9
2,2731-426X,10.1038/s44183-023-00012-y,article,4,Imagining sustainable futures for the high seas by combining the power of computation and narrative,"Hannah Marlen Lübker, Patrick W. Keys, Andrew Merrie, Laura M. Pereira, Juan C. Rocha, Guillermo Ortuño Crespo",1,https://doi.org/10.1038/s44183-023-00012-y,2023,10.1038/s44183-023-00012-y
2,2731-4251,10.1038/s44184-023-00032-z,article,11,Assessment of depression and anxiety in young and old with a question-based computational language approach,"Sverker Sikström, Bleona Kelmendi, Ninni Persson",1,https://doi.org/10.1038/s44184-023-00032-z,2023,10.1038/s44184-023-00032-z
2,2731-6076,10.1038/s44220-024-00351-w,article,1486--1497,Latent mechanisms of language disorganization relate to specific dimensions of psychopathology,"Isaac Fradkin, Rick A. Adams, Noam Siegelman, Rani Moran, Raymond J. Dolan",12,https://doi.org/10.1038/s44220-024-00351-w,2024,10.1038/s44220-024-00351-w
2,2731-9121,10.1038/s44271-024-00097-2,article,45,Question-based computational language approach outperforms rating scales in quantifying emotional states,"Sverker Sikström, Ieva Valavičiūtė, Inari Kuusela, Nicole Evors",1,https://doi.org/10.1038/s44271-024-00097-2,2024,10.1038/s44271-024-00097-2
3,2731-9121,10.1038/s44271-025-00201-0,article,21,"Spontaneous thought separates into clusters of negative, positive, and flexible thinking","Marta Migó, Jessica A. Cooper, Philip A. Kragel, Michael T. Treadway",1,https://doi.org/10.1038/s44271-025-00201-0,2025,10.1038/s44271-025-00201-0
30,1755-635X,10.1057/s41286-023-00170-x,article,348--372,"Intuition as a “trained thing”: sensing, thinking, and speculating in computational cultures",Carolyn Pedwell,4,https://doi.org/10.1057/s41286-023-00170-x,2023,10.1057/s41286-023-00170-x
,1939-4632,10.1057/s41302-025-00294-9,article,,A Skills-Based Approach to Improving the Economics Curriculum: Insights from Online Job Postings Using Lightcast,"Grace Onodipe, Amanda Wilsker, Philip Routon, Andrew Stephenson, Kyle Huff",,https://doi.org/10.1057/s41302-025-00294-9,2025,10.1057/s41302-025-00294-9
8,2662-9992,10.1057/s41599-021-00838-2,article,160,Dynamics of artistic style: a computational analysis of the Maker’s motoric qualities in a clay-relief practice,"Nir Dick, Ayala Prusak, Amit Raphael Zoran",1,https://doi.org/10.1057/s41599-021-00838-2,2021,10.1057/s41599-021-00838-2
10,2662-9992,10.1057/s41599-023-01579-0,article,82,Leverage zones in Responsible AI: towards a systems thinking conceptualization,"Ehsan Nabavi, Chris Browne",1,https://doi.org/10.1057/s41599-023-01579-0,2023,10.1057/s41599-023-01579-0
10,2662-9992,10.1057/s41599-023-02318-1,article,807,Systemic thinking and gender: an exploratory study of Mexican female university students,"Marco Cruz-Sandoval, Martina Carlos-Arroyo, Araceli Rios-Berjillos, José Carlos Vázquez-Parra",1,https://doi.org/10.1057/s41599-023-02318-1,2023,10.1057/s41599-023-02318-1
11,2662-9992,10.1057/s41599-024-02619-z,article,186,Computational philosophy: reflections on the PolyGraphs project,"Brian Ball, Alexandros Koliousis, Amil Mohanan, Mike Peacey",1,https://doi.org/10.1057/s41599-024-02619-z,2024,10.1057/s41599-024-02619-z
11,2662-9992,10.1057/s41599-024-02822-y,article,322,CyberGaia: Earth as cyborg,Logan Thrasher Collins,1,https://doi.org/10.1057/s41599-024-02822-y,2024,10.1057/s41599-024-02822-y
11,2662-9992,10.1057/s41599-024-02853-5,article,341,Citizen science as a relevant approach to the challenges of complex thinking development in higher education: mapping and bibliometric analysis,"Berenice Alfaro-Ponce, Rosa Durán-González, Luisa Morales-Maure, Jorge Sanabria-Z",1,https://doi.org/10.1057/s41599-024-02853-5,2024,10.1057/s41599-024-02853-5
11,2662-9992,10.1057/s41599-024-02886-w,article,530,A framework for the analysis of historical newsreels,"Mila Oiva, Ksenia Mukhina, Vejune Zemaityte, Andres Karjus, Mikhail Tamm, Tillmann Ohm, Mark Mets, Daniel Chávez Heras, Mar Canet Sola, Helena Hanna Juht, Maximilian Schich",1,https://doi.org/10.1057/s41599-024-02886-w,2024,10.1057/s41599-024-02886-w
11,2662-9992,10.1057/s41599-024-02933-6,article,438,Computational thematics: comparing algorithms for clustering the genres of literary fiction,"Oleg Sobchuk, Artjoms Šeļa",1,https://doi.org/10.1057/s41599-024-02933-6,2024,10.1057/s41599-024-02933-6
11,2662-9992,10.1057/s41599-024-03407-5,article,896,Automating psychological hypothesis generation with AI: when large language models meet causal graph,"Song Tong, Kai Mao, Zhen Huang, Yukun Zhao, Kaiping Peng",1,https://doi.org/10.1057/s41599-024-03407-5,2024,10.1057/s41599-024-03407-5
11,2662-9992,10.1057/s41599-024-03499-z,article,1033,"FEW questions, many answers: using machine learning to assess how students connect food–energy–water (FEW) concepts","Emily A. Royse, Amanda D. Manzanares, Heqiao Wang, Kevin C. Haudek, Caterina Belle Azzarello, Lydia R. Horne, Daniel L. Druckenbrod, Megan Shiroda, Sol R. Adams, Ennea Fairchild, Shirley Vincent, Steven W. Anderson, Chelsie Romulo",1,https://doi.org/10.1057/s41599-024-03499-z,2024,10.1057/s41599-024-03499-z
11,2662-9992,10.1057/s41599-024-03668-0,article,1183,Strategic framework and global trends of national smart education policies,"Junfeng Yang, Yao Sun, Ruyi Lin, Haotian Zhu",1,https://doi.org/10.1057/s41599-024-03668-0,2024,10.1057/s41599-024-03668-0
11,2662-9992,10.1057/s41599-024-03868-8,article,1392,Experimental narratives: A comparison of human crowdsourced storytelling and AI storytelling,Nina Beguš,1,https://doi.org/10.1057/s41599-024-03868-8,2024,10.1057/s41599-024-03868-8
12,2662-9992,10.1057/s41599-025-04471-1,article,149,LLM-based collaborative programming: impact on students’ computational thinking and self-efficacy,"Yi-Miao Yan, Chuang-Qi Chen, Yang-Bang Hu, Xin-Dong Ye",1,https://doi.org/10.1057/s41599-025-04471-1,2025,10.1057/s41599-025-04471-1
12,2662-9992,10.1057/s41599-025-04502-x,article,163,"Integrating computational thinking, game design, and design thinking: a scoping review on trends, applications, and implications for education","Chih-Hung Wu, Yu-Cheng Chien, Mei-Tzu Chou, Yueh-Min Huang",1,https://doi.org/10.1057/s41599-025-04502-x,2025,10.1057/s41599-025-04502-x
50,1608-3261,10.1134/S0361768824700725,article,714--724,Exploring Empirical-Theoretical Approaches for Conceptualizing and Specifying Cognitive Solutions in Complex Informally Structured Domains,"A. Jiménez-Galina, K. Olmos-Sánchez, A. Maldonado-Macias, J. Licona-Olmos, P. Sánchez-Solís",8,https://doi.org/10.1134/S0361768824700725,2024,10.1134/S0361768824700725
53,1608-3415,10.1134/S1063739724600389,article,423--432,Development of an Apparatus of Imaginative Information Representation for Neuromorphic Devices,N. A. Simonov,5,https://doi.org/10.1134/S1063739724600389,2024,10.1134/S1063739724600389
13,2193-1127,10.1140/epjds/s13688-023-00433-2,article,13,Critical computational social science,Sarah Shugars,1,https://doi.org/10.1140/epjds/s13688-023-00433-2,2024,10.1140/epjds/s13688-023-00433-2
12,2193-1127,10.1140/epjds/s13688-023-00434-1,article,58,"Computational social science is growing up: why puberty consists of embracing measurement validation, theory development, and open science practices",Timon Elmer,1,https://doi.org/10.1140/epjds/s13688-023-00434-1,2023,10.1140/epjds/s13688-023-00434-1
13,2193-1127,10.1140/epjds/s13688-023-00443-0,article,14,Thinking spatially in computational social science,Aliakbar Akbaritabar,1,https://doi.org/10.1140/epjds/s13688-023-00443-0,2024,10.1140/epjds/s13688-023-00443-0
45,2102-6467,10.1140/epjh/e2020-10034-9,article,259--343,Molecular simulation and the collaborative computational projects,"William Smith, Martyn Guest, Ilian Todorov, Paul Durham",4,https://doi.org/10.1140/epjh/e2020-10034-9,2020,10.1140/epjh/e2020-10034-9
47,2102-6467,10.1140/epjh/s13129-022-00043-y,article,13,The emergence of protein dynamics simulations: how computational statistical mechanics met biochemistry,"Daniele Macuglia, Benoît Roux, Giovanni Ciccotti",1,https://doi.org/10.1140/epjh/s13129-022-00043-y, ,10.1140/epjh/s13129-022-00043-y
139,2190-5444,10.1140/epjp/s13360-024-05313-w,article,868,"Citizen science, accessibility, art & science, critical thinking, policy and engagement: thoughts and lessons learned from the REINFORCE experience","Stylianos Angelidakis, Theodore Avgitas, Emmanouil Chaniotakis, Johanna Casado, Paschal Coyle, Gwenhaël Wasseige, Francesco Di Renzo, Claudia Magdalena Fabian, Dimitrios Fassouliotis, Francesco Fidecaro, Beatriz Garcia, Gary Hemming, Christine Kourkoumelis, Rémy Le Breton, Jacques Marteau, Francesco Mureddu, Vincenzo Napolano, Francesco Osimanti, Enzo Oukacha, Maria Panagopoulou, James Pearson, Massimiliano Razzano, Sofoklis Sotiriou, Stephen Serjeant, Francesca Spagnuolo, Elisabeth Unterfrauner, Stylianos Vourakis",10,https://doi.org/10.1140/epjp/s13360-024-05313-w,2024,10.1140/epjp/s13360-024-05313-w
17,1936-6434,10.1186/s12052-024-00202-3,article,10,Computational thinking through the lens of biological evolution learning: enhancing understanding through the levels of biological organization and computational complexity,"Dana Christensen, Doug Lombardi",1,https://doi.org/10.1186/s12052-024-00202-3,2024,10.1186/s12052-024-00202-3
25,1471-2180,10.1186/s12866-025-03865-0,article,156,"Enable, empower, succeed: a bioinformatics workshop Harnessing open web-based tools for surveillance of bacterial antimicrobial resistance","Luria Leslie Founou, Opeyemi U. Lawal, Armando Djiyou, Erkison Ewomazino Odih, Daniel Gyamfi Amoako, Stephane Fadanka, Mabel Kamweli Aworh, Sindiswa Lukhele, Dusanka Nikolic, Alice Matimba, Raspail Carrel Founou",1,https://doi.org/10.1186/s12866-025-03865-0,2025,10.1186/s12866-025-03865-0
25,1471-2458,10.1186/s12889-025-22142-3,article,923,Integration of large-scale community-developed causal loop diagrams: a Natural Language Processing approach to merging factors based on semantic similarity,"Melissa Valdivia Cabrera, Michael Johnstone, Joshua Hayward, Kristy A. Bolton, Douglas Creighton",1,https://doi.org/10.1186/s12889-025-22142-3,2025,10.1186/s12889-025-22142-3
24,2662-7671,10.1186/s12906-024-04413-5,article,117,Mind and body connection in expert meditators: a computational study based on central and peripheral nervous system,"Francesca Borghesi, Riccardo Cremascoli, Alice Chirico, Laura Bianchi, Amalia Di Moia, Lorenzo Priano, Alessandro Piedimonte, Alessandro Mauro, Pietro Cipresso",1,https://doi.org/10.1186/s12906-024-04413-5,2024,10.1186/s12906-024-04413-5
23,1472-6920,10.1186/s12909-023-04326-w,article,382,Factors influencing the complex problem-solving skills in reflective learning: results from partial least square structural equation modeling and fuzzy set qualitative comparative analysis,"Ying Wang, Ze-Ling Xu, Jia-Yao Lou, Ke-Da Chen",1,https://doi.org/10.1186/s12909-023-04326-w,2023,10.1186/s12909-023-04326-w
24,1472-6920,10.1186/s12909-024-05247-y,article,270,Interactive learning environment as a source of critical thinking skills for college students,"Hao Song, Lianghui Cai",1,https://doi.org/10.1186/s12909-024-05247-y,2024,10.1186/s12909-024-05247-y
24,1472-6920,10.1186/s12909-024-05555-3,article,564,Providing insights into health data science education through artificial intelligence,"Narjes Rohani, Kobi Gal, Michael Gallagher, Areti Manataki",1,https://doi.org/10.1186/s12909-024-05555-3,2024,10.1186/s12909-024-05555-3
24,1472-6920,10.1186/s12909-024-06163-x,article,1204,The digital evolution in toxicology: pioneering computational education for emerging challenges,"Jin Wang, Jianxiang Li",1,https://doi.org/10.1186/s12909-024-06163-x,2024,10.1186/s12909-024-06163-x
22,1478-4505,10.1186/s12961-024-01274-9,article,178,A novel social-network-analysis-based approach for analyzing complex network of actors involved in accessibility of anti-cancer medications in Iran,"Kamran Bagheri Lankarani, Leila Zarei, Esmaeil Alinezhad, Adel Sadeghdoost",1,https://doi.org/10.1186/s12961-024-01274-9,2024,10.1186/s12961-024-01274-9
15,1758-2946,10.1186/s13321-023-00771-3,article,103,DeepSA: a deep-learning driven predictor of compound synthesis accessibility,"Shihang Wang, Lin Wang, Fenglei Li, Fang Bai",1,https://doi.org/10.1186/s13321-023-00771-3,2023,10.1186/s13321-023-00771-3
2025,2731-4235,10.1186/s13662-025-03866-3,article,6,Computational thinking in complex problem solving based on data analysis: exploring the role of problem representation using the Tower of Hanoi,"Jinlong Fei, Shuyuan Dong, Dingzhou Fei",1,https://doi.org/10.1186/s13662-025-03866-3,2025,10.1186/s13662-025-03866-3
14,2192-5372,10.1186/s13731-025-00463-2,article,4,Financial inclusion of vulnerable sectors with a gender perspective: risk analysis model with artificial intelligence based on complex thinking,"Adriana Medina-Vidal, Patricia Esther Alonso-Galicia, Miguel González-Mendoza, María Soledad Ramírez-Montoya",1,https://doi.org/10.1186/s13731-025-00463-2,2025,10.1186/s13731-025-00463-2
8,2196-7091,10.1186/s40561-021-00153-y,article,11,A smart learning ecosystem design for delivering Data-driven Thinking in STEM education,"Francisco Benita, Darshan Virupaksha, Erik Wilhelm, Bige Tunçer",1,https://doi.org/10.1186/s40561-021-00153-y,2021,10.1186/s40561-021-00153-y
9,2196-7091,10.1186/s40561-022-00204-y,article,21,A systematic review on digital literacy,"Hasan Tinmaz, Yoo-Taek Lee, Mina Fanea-Ivanovici, Hasnan Baber",1,https://doi.org/10.1186/s40561-022-00204-y, ,10.1186/s40561-022-00204-y
10,2196-7091,10.1186/s40561-022-00213-x,article,2,Motivating youth to learn STEM through a gender inclusive digital forensic science program,"Eoghan Casey, Jennifer Jocz, Karen A. Peterson, Daryl Pfeif, Cassy Soden",1,https://doi.org/10.1186/s40561-022-00213-x,2023,10.1186/s40561-022-00213-x
10,2196-7091,10.1186/s40561-023-00229-x,article,8,Active learning and education 4.0 for complex thinking training: analysis of two case studies in open education,"Azeneth Patiño, María Soledad Ramírez-Montoya, Mariana Buenestado-Fernández",1,https://doi.org/10.1186/s40561-023-00229-x,2023,10.1186/s40561-023-00229-x
10,2196-7091,10.1186/s40561-023-00233-1,article,16,"Examining the relationships between students’ perceptions of technology, pedagogy, and cognition: the case of immersive virtual reality mini games to foster computational thinking in higher education","Friday Joseph Agbo, Sunday Adewale Olaleye, Matt Bower, Solomon Sunday Oyelere",1,https://doi.org/10.1186/s40561-023-00233-1,2023,10.1186/s40561-023-00233-1
